0.071736,0.010949,0,0.038741,0.019943,0,0.03838,0.051351,0.0020202,0.29412,0,0.15367,0,0.079439,0.067797,0.027132,0.064955,0.0043197,0.095522,0.010811,0.16667,0.042593,0.018116,0.0082418,0.0032895,0,0.011029,0.038997,0.016327,0,0.010899,0.1435,0.2973,0.30513,0.0059701,0.015504,0.094955,0.045455,0.055344,0.11833,0.0092593,0.027708,0.021771,0.021938,0.017467,0,0,0.0078125,0.030641,0.08142,0.17241,0,0.097245,0.051282,0.02571,0.37879,0.12417,0.073298,0.02244,0.0044248,0.01039,0.125,0.0081522,0.0033956,0.063063,0.041667,0.1194,0.077273,0.036697,0.033019,0.057613,0.054726,0.0093458,0.013559,0.045455,0.013959,0,0.099668,0.23899,0.045198,0.24714,0.072243,0.033981,0.031373,0.23445,0.016517,0.0681,0.02381,0.016582,0.033033,0.0098177,0.040476,0.0034602,0.10695,0.0079681,0.024967,0.015306,0.030801,0.024648,0.022485,0.059028,0.003367,0,0.084291,0.018051,0.005102,0,0.010363,0.22011,0.014388,0.35507,0.1645,0.003861,0,0.15385,0.041975,0.20732,0.063291,0.0033333,0,0.0076726,0.044199,0.017699,0.10188,0.0026954,0.024938,0.03125,0.021053,0.050725,0.12551,0.0086957,0.037037,0.041667,0.094982,0.018242,0.0054645,0.02381,0.0071174,0.027638,0.31414,0.0019157,0.062874,0.007874,0.014286,0.10918,0.0030581,0.24,0.21138,0.025,0.23415,0.024272,0.0071736,0.0047059,0.022039,0.006772,0.16418,0.18421,0.59504,0.014535,0.30075,0,0.03453,0.095486,0.037538,0.0052356,0.048387,0.010499,0.35366,0,0.035047,0,0.0053381,0.034982,0.039574,0.28975,0.08254,0.013921,0.044248,0.0035971,0.37615,0.024969,0,0.049363,0.0025907,0.0094637,0.041353,0.30572,0,0.22551,0.184,0.0030488,0.66935,0.024096,0.010526,0.028571,0,0.042969,0.003663,0.27586,0.039548,0.001938,0.064865,0.044843,0.15363,0,0.0026667,0.037221,0.0039063,0.57732,0.0054152,0.003413,0.0028169,0.045872,0.12632,0.016529,0,0,0.026596,0.11111,0.15476,0.010563,0,0.07483,0,0.10573,0.043814,0.069444,0.16814,0.0096154,0.066937,0.17944,0.085799,0.059829,0.030769,0.29279,0.04,0.15152,0,0.03645,0.0016367,0.004902,0.02439,0.040161,0.09,0,0.025352,0.012195,0.036545,0.038229,0.19293,0.010944,0.012516,0,0.043706,0.005277,0.039352
0.057389,0.10584,0,0.041162,0,0,0.1258,0.021622,0.032323,0,0.84821,0.020045,0,0.14953,0.033898,0,0.02719,0.0021598,0.023881,0.0018018,0,0.044444,0,0.0082418,0.0032895,0.77992,0.095588,0.005571,0.41224,0.025229,0.0081744,0.077728,0.10811,0.3,0.1194,0.22481,0.068249,0,0.032443,0.097448,0.018519,0,0,0.027422,0,0.0037313,0.0058594,0,0.15042,0.006263,0.060852,0.030769,0.032415,0.038462,0.0027064,0.025253,0.32285,0,0.0042076,0.017699,0.0077922,0.125,0.048913,0.0016978,0.27928,0,0.039801,0,0.012232,0.13208,0.014403,0.014925,0,0.0067797,0.021104,0.010152,0,0.023256,0.018868,0.56121,0.036007,0,0,0.0019608,0.10048,0,0.0035842,0,0.0063776,0.072072,0,0.014286,0.0017301,0.010695,0.011952,0.0091984,0.11224,0.01232,0.0035211,0.011834,0.0069444,0,0.001675,0.54789,0.039711,0.010204,0,0.010363,0.064516,0.014388,0.018116,0.15152,0.0019305,0.0036765,0,0.059259,0.31301,0.050633,0.01,0,0.089514,0.027624,0,0.14263,0.73585,0.0024938,0,0,0.10145,0.0080972,0.0086957,0.022222,0,0.091398,0.0066335,0.038251,0.095238,0,0.017588,0.31675,0.0038314,0.01497,0,0.066667,0.17247,0.86544,0.50154,0.50678,0.005,0.004878,0.0097087,0,0.0094118,0,0,0.089552,0.13158,0.020661,0.020349,0.022556,0,0.0027624,0.09375,0.013514,0.070681,0.087097,0,0.033537,0,0.0070093,0.64151,0,0.0072376,0.012177,0.049034,0.025397,0.0092807,0.0088496,0,0.059633,0.0037453,0.54054,0.0095541,0.054404,0.0031546,0.69925,0.18146,0,0,0.03,0,0.056452,0.0060241,0.0052632,0.0028571,0,0.011719,0.2381,0.049808,0,0.001938,0.07027,0,0.0042674,0,0.0026667,0.0024814,0,0.072165,0.0054152,0,0,0.0091743,0.063158,0,0,0.75893,0.010638,0.069106,0.30952,0,0,0.024943,0,0.061674,0.012887,0.020833,0.076696,0,0.034483,0.06446,0.011834,0.002849,0.046154,0.01952,0.015556,0.041667,0,0.0015848,0,0.0098039,0.042683,0.65863,0.093333,0,0,0,0.096346,0,0.0064309,0.001368,0.0037547,0,0.024476,0.073879,0.12037
0.028694,0,0,0.060533,0.10826,0.010417,0.13006,0,0.010101,0,0,0,0.010526,0.18224,0,0,0.12538,0.0021598,0.020896,0,0,0.0037037,0.014493,0,0.22039,0,0.0036765,0.02507,0.044898,0,0.073569,0.0029895,0.067568,0.12564,0.020896,0.37984,0.46588,0.022727,0.017176,0.0069606,0.083333,0.010076,0.17417,0.018282,0.18195,0.011194,0.0019531,0,0.74095,0.016701,0,0,0.0048622,0,0.13667,0.035354,0.17881,0,0.035063,0.0044248,0.0051948,0,0,0.0033956,0.063063,0,0.0049751,0,0.0061162,0.084906,0.026749,0.0099502,0.11916,0.010169,0.043831,0.0038071,0.022599,0.019934,0,0.0037665,0.0065466,0.064639,0.0048544,0.0078431,0.0023923,0.03003,0,0.005291,0,0,0.063114,0.0035714,0.0034602,0.010695,0.027888,0.018397,0.005102,0.016427,0.92958,0.14675,0,0.0050505,0.001675,0.12644,0.01083,0,0,0,0.0094877,0,0.01087,0.004329,0.0019305,0,0,0.29136,0.10163,0.025316,0.01,0.087432,0,0.020258,0.022124,0.15047,0.0053908,0.01995,0.83854,0.057895,0.47246,0.032389,0.0043478,0.014815,0.027778,0.084229,0,0.038251,0,0.0071174,0.017588,0.14136,0.0019157,0.017964,0.15748,0.0095238,0.015823,0.0061162,0.08,0.062331,0.1,0.004878,0,0,0.061176,0.12397,0.047404,0.16418,0.1015,0,0.040698,0.015038,0,0.029006,0.0052083,0.073574,0.0078534,0.0032258,0.0026247,0.02439,0.062112,0.0070093,0,0.012456,0.0060314,0.092846,0.0044577,0.015873,0.0023202,0.024336,0.016187,0,0.0037453,0,0.02707,0.018135,0.031546,0.18421,0.021696,0,0,0.004,0.0060976,0.040323,0.066265,0.0035088,0.08,0,0.011719,0.014652,0.0038314,0.059322,0.025194,0,0.049327,0.0099573,0.039735,0.0026667,0.64268,0.0078125,0.015464,0.0036101,0.013652,0,0.041284,0.021053,0,0.011299,0,0.030142,0.0094851,0.083333,0,0.0019268,0.020408,0.0061728,0,0.023196,0.013889,0.0088496,0,0.066937,0.0052265,0,0.011396,0,0,0.02,0.068182,0,0.041204,0.0016367,0.004902,0.20732,0.20884,0.12333,0.0057803,0.042254,0.03252,0.78073,0.056338,0,0.12585,0.082603,0,0.58217,0.83905,0.67593
0.02726,0.043796,0,0.075061,0.002849,0,0.049041,0.0054054,0.22424,0.38235,0.040179,0.0089087,0.015789,0.077103,0,0,0.045317,0.38229,0.1,0.012613,0.33333,0.024074,0.061594,0.013736,0.042763,0.13127,0.55882,0.0083565,0.33469,0.5367,0.15259,0.0014948,0.27027,0.033333,0.44776,0.13953,0.15134,0.022727,0.022901,0.0023202,0.5,0.0075567,0.023222,0.010969,0.016012,0.0037313,0,0.21094,0.052925,0.10021,0.014199,0.085714,0.02269,0.038462,0.058187,0.080808,0.033113,0.0052356,0.2244,0.17257,0.0077922,0.25,0.081522,0.010187,0.19369,0.083333,0,0.031818,0.021407,0.1934,0.020576,0.024876,0.098131,0.15593,0.0081169,0.001269,0.096045,0.064784,0.0041929,0.026365,0.065466,0,0,0.021569,0.007177,0.037538,0,0.0079365,0.012755,0.027027,0.18093,0.0047619,0.010381,0.016043,0.027888,0.019711,0,0.0041068,0,0.029586,0.010417,0.018519,0,0.14176,0,0.091837,0.059091,0.0051813,0.0018975,0.064748,0.083333,0.008658,0.015444,0,0.076923,0.15802,0.026423,0.050633,0.0033333,0.043716,0.14066,0.014733,0.22566,0.026646,0.10512,0.017456,0,0,0.076812,0.44939,0.82609,0.081481,0.027778,0.017921,0.0016584,0.076503,0.32143,0.0035587,0.025126,0.060209,0.0095785,0.005988,0.015748,0.48095,0.028481,0.082569,0.027692,0.01355,0.0725,0,0.019417,0.0014347,0.22824,0.030303,0.029345,0,0.018797,0,0.25581,0.022556,0.49474,0.069061,0.022569,0.14414,0.28796,0.019355,0.010499,0.0091463,0.043478,0.0046729,0.067925,0.0053381,0.0012063,0.065449,0.0089153,0.15238,0.0092807,0.035398,0.039568,0,0,0.28829,0.076433,0.32902,0.080442,0.071429,0.023669,0,0.0045558,0.01,0.0030488,0.15323,0.024096,0.0035088,0.071429,0,0.015625,0.28205,0.011494,0.025424,0.013566,0,0.10314,0.076814,0.019868,0.008,0.014888,0.26953,0.020619,0.0054152,0.013652,0.087324,0.050459,0.24211,0.19008,0.011299,0.044643,0.021277,0.0081301,0.10714,0.76761,0.026975,0.07483,0,0.0066079,0.018041,0.0625,0.042773,0.0096154,0.032454,0.0017422,0.0088757,0.008547,0,0.0015015,0.055556,0.11742,0.029221,0.045959,0.0065466,0.15686,0.018293,0.044177,0.093333,0.28324,0.0056338,0.13415,0.056478,0.032193,0.0064309,0.058824,0.046308,0.51351,0.068182,0.021108,0.097222
0.0014347,0.029197,0.0049505,0,0.002849,0.010417,0,0.010811,0.0080808,0,0,0.0066815,0,0,0.033898,0.011628,0,0,0.056716,0.87568,0,0.0037037,0.22826,0.087912,0,0,0,0.030641,0,0.0045872,0,0.0059791,0.047297,0,0,0,0,0.068182,0.038168,0.016241,0,0.012594,0.0014514,0.14625,0.0058224,0.0074627,0,0,0,0.048017,0,0.0043956,0.017828,0.012821,0.0054127,0,0,0,0.012623,0.013274,0.015584,0,0.0081522,0.80985,0,0,0,0.027273,0.027523,0,0.026749,0.11443,0.0023364,0.35254,0.030844,0.015228,0,0.039867,0.02935,0,0.18658,0,0.1068,0.33333,0,0.13063,0,0.0026455,0.22959,0.093093,0.0014025,0.089286,0.089965,0.19251,0.035857,0.15506,0.010204,0.154,0,0.0011834,0.85069,0.12121,0.001675,0,0,0.045918,0.33182,0.0051813,0,0,0.021739,0.047619,0.07722,0,0,0,0,0.012658,0.03,0,0.0051151,0.016575,0.026549,0,0.0026954,0.12968,0.0052083,0.036842,0,0.020243,0,0.2963,0.29167,0.0017921,0.0033167,0.0054645,0.011905,0.35587,0.012563,0,0.84866,0.038922,0,0,0.0063291,0,0,0,0.005,0,0.024272,0.0086083,0,0,0.0045147,0,0,0.012397,0,0.45865,0,0.06768,0,0.006006,0,0.074194,0.060367,0.097561,0.35714,0.058411,0.0037736,0.080071,0.037394,0,0.043091,0.0031746,0.053364,0.033186,0.010791,0.050459,0.0074906,0,0.23567,0.0051813,0.069401,0,0,0.002963,0.0045558,0.006,0.19207,0.040323,0.19277,0.014035,0.02,0.42105,0.019531,0,0.019157,0.0084746,0.26744,0,0.035874,0.065434,0.033113,0.008,0,0,0.010309,0.037906,0.047782,0.26479,0.14679,0.042105,0.057851,0.039548,0,0.033688,0.00271,0,0.0070423,0.1368,0.34921,0,0,0.020619,0,0.0058997,0.0048077,0,0.038328,0.0029586,0.008547,0.0051282,0.0075075,0.046667,0,0.86039,0.0063391,0.75941,0.058824,0.0030488,0,0,0,0.1831,0.012195,0,0.022133,0,0.001368,0.0012516,0.040541,0,0,0
0.0028694,0.036496,0.16089,0,0.002849,0,0.0021322,0,0,0,0,0,0,0,0,0.22093,0.0015106,0.073434,0.025373,0.0018018,0,0.0018519,0.0036232,0.057692,0,0,0,0,0,0.0045872,0.0027248,0.0059791,0.033784,0,0,0,0,0,0.041985,0.088167,0,0.55416,0,0.096892,0.0014556,0.0037313,0.43555,0.0078125,0.0027855,0.02714,0,0.0043956,0.0048622,0.076923,0.013532,0.010101,0,0.015707,0.02244,0.022124,0.51688,0,0.0027174,0,0.0045045,0,0,0,0.012232,0.004717,0.0082305,0.059701,0.0023364,0.016949,0.024351,0.41497,0,0.051495,0,0,0.1293,0.011407,0.11165,0.035294,0.0047847,0.015015,0,0.010582,0.094388,0.036036,0.0098177,0.30357,0.0017301,0,0.24701,0.043364,0.020408,0.20534,0,0.0023669,0.0034722,0,0.60302,0,0.01444,0,0,0.45078,0,0,0.057971,0.095238,0.003861,0.30882,0.076923,0.0024691,0.0020325,0.012658,0,0,0.01023,0.0073665,0,0.0015674,0,0.16708,0.0052083,0,0,0.02834,0,0.044444,0.041667,0.0071685,0.58375,0.10929,0,0.060498,0.01005,0,0,0.3024,0.007874,0,0.0047468,0,0,0,0.01,0,0,0.46341,0,0,0.0090293,0.014925,0,0,0,0.1203,0.010526,0.027624,0.0017361,0.003003,0.0026178,0.19677,0.19948,0.25915,0.021739,0.26636,0.0075472,0.012456,0.39445,0.0030441,0.0029718,0.0095238,0.16705,0.057522,0.0017986,0.073394,0.51685,0,0.065287,0.0051813,0.0094637,0,0.0019724,0.28593,0,0.024,0,0.0080645,0.11446,0.59474,0.0057143,0.052632,0.039063,0,0.072797,0.0084746,0.050388,0,0.0089686,0.038407,0.0066225,0.43733,0,0,0.030928,0.287,0.023891,0,0.16972,0.010526,0,0.0056497,0,0.019504,0.001355,0,0,0,0.049887,0,0.0088106,0.015464,0.020833,0.0014749,0,0.0020284,0.02439,0,0.011396,0.092308,0,0.017778,0,0.0032468,0.0047544,0,0,0,0,0,0.017341,0,0.02439,0,0.012072,0,0.001368,0.0037547,0,0.0017483,0,0
0,0.025547,0,0.0048426,0.031339,0.0625,0.0042644,0,0.014141,0,0,0,0,0,0,0,0,0.030238,0.01194,0.0036036,0,0.0074074,0.46377,0.18132,0,0,0,0.011142,0,0.0091743,0,0.0089686,0,0,0.0059701,0,0.0029674,0,0.038168,0.0023202,0,0.017632,0.0072569,0.19744,0.007278,0.88433,0.0019531,0.0078125,0,0.010438,0.0020284,0.032967,0.0016207,0.025641,0.0027064,0,0,0.17277,0.0084151,0.09292,0,0,0.035326,0.078098,0,0.020833,0,0,0.030581,0,0.010288,0.10448,0,0.081356,0.016234,0.001269,0,0.0099668,0,0.007533,0,0.20913,0.043689,0.12941,0.0023923,0.36186,0,0.026455,0.10204,0.045045,0.002805,0.002381,0.73356,0.0053476,0.039841,0.24047,0.081633,0.071869,0,0,0.0069444,0.44444,0.001675,0,0.1444,0.096939,0.51364,0.0051813,0.0075901,0.0071942,0.018116,0.012987,0.76255,0,0,0,0.0020325,0.025316,0.0033333,0.0054645,0.0076726,0.020258,0.075221,0.0031348,0,0.057357,0,0.078947,0,0.036437,0,0.051852,0.26389,0.0035842,0.0016584,0,0,0.085409,0.052764,0,0.04023,0.005988,0,0.0047619,0.0047468,0,0,0,0.01,0,0.067961,0.0028694,0.0047059,0,0.051919,0.014925,0.0075188,0,0,0,0,0.11464,0,0.0015015,0.010471,0.012903,0.034121,0,0.096273,0.0093458,0.011321,0.77402,0.0072376,0.0015221,0.011887,0.015873,0.1949,0.073009,0.38669,0,0.0037453,0,0.057325,0.025907,0.096215,0,0.0059172,0,0,0.01,0.71341,0,0.060241,0.0035088,0.034286,0.10526,0.050781,0.003663,0,0.014124,0.24612,0.12973,0.12556,0.038407,0.52318,0,0.0024814,0,0,0.0054152,0.67577,0.47606,0.013761,0.010526,0.0082645,0.58757,0,0.060284,0.001355,0,0.0035211,0.78227,0,0.067901,0.0044053,0.018041,0.083333,0.010324,0.091346,0.0020284,0.015679,0,0.25926,0,0.003003,0.042222,0.0075758,0.038961,0.023772,0.067103,0.058824,0,0,0.0033333,0.028902,0.25915,0.21545,0,0.038229,0,0,0,0.10811,0,0.0026385,0
0.0014347,0.036496,0.81683,0,0,0,0,0,0.0060606,0,0,0,0,0,0.084746,0.57364,0,0,0.056716,0.0054054,0.33333,0.0074074,0.0072464,0.049451,0,0,0,0.0027855,0,0.0022936,0.0027248,0.0044843,0.060811,0,0,0,0,0.068182,0.01145,0.074246,0,0.10831,0,0.065814,0,0.011194,0.48438,0,0,0.018789,0.0060852,0,0.0081037,0.012821,0.0027064,0.010101,0,0,0.0042076,0.0088496,0.34805,0,0.0027174,0.03056,0,0,0,0,0,0,0.010288,0.079602,0,0.023729,0.022727,0.4302,0,0.039867,0,0,0.094926,0,0.082524,0.10784,0,0.006006,0,0,0.13776,0.039039,0.0014025,0.28214,0,0,0.25896,0.051248,0.010204,0.096509,0,0,0.010417,0.003367,0.34506,0,0,0.015306,0.0045455,0.3886,0.0018975,0,0,0.069264,0.003861,0.66176,0.15385,0,0,0.0063291,0.0033333,0,0.0025575,0.0055249,0.013274,0,0,0.28928,0,0,0,0.044534,0,0.27407,0.19444,0,0.32338,0.032787,0.059524,0.121,0,0,0.0038314,0.07485,0,0,0,0,0,0,0.0025,0,0.0048544,0.46198,0,0,0,0,0,0.0041322,0,0.037594,0,0.015193,0,0.0015015,0,0.11613,0.44882,0.097561,0.018634,0.31542,0,0.0071174,0.30519,0,0.029718,0,0.037123,0.048673,0.0017986,0.18349,0.29089,0,0.078025,0,0.0031546,0,0,0.69778,0,0.076,0.0030488,0,0.12048,0.18947,0.0085714,0.15789,0.0078125,0,0.29885,0,0.032946,0,0.053812,0.048364,0.0066225,0.44267,0,0,0.010309,0.50903,0,0.0056338,0.27982,0.021053,0,0,0,0.0053191,0,0,0.0035211,0,0.21769,0,0.019824,0.0025773,0,0,0,0,0.02439,0.0029586,0,0.74359,0,0.015556,0,0.022727,0.0015848,0.01964,0.004902,0,0,0,0.0057803,0,0.02439,0,0.0040241,0,0,0,0,0,0,0
0.34146,0.0036496,0,0.029056,0.014245,0.041667,0.059701,0.35405,0.0080808,0,0.0044643,0.52561,0.25263,0.079439,0.11864,0.0077519,0.05287,0,0.025373,0,0,0.53704,0,0.013736,0.0032895,0,0,0.077994,0,0,0.0027248,0.36472,0,0.035897,0.0029851,0.002584,0.0059347,0.022727,0.10496,0.15545,0,0,0.013062,0.0091408,0.0058224,0.0037313,0,0.015625,0.0027855,0.033403,0.40771,0,0.38898,0.076923,0.016238,0.0050505,0.087748,0.04712,0.0014025,0,0,0,0.0081522,0,0.10811,0.020833,0.17413,0.45,0.094801,0.004717,0.12757,0.014925,0.0070093,0.0033898,0.084416,0.001269,0,0.024917,0.31447,0.06968,0,0.1711,0.0097087,0.0019608,0.24163,0.015015,0.053763,0,0.0089286,0.021021,0.002805,0.002381,0,0.25134,0,0.0065703,0.17347,0.0061602,0.0035211,0.010651,0,0.003367,0,0.011494,0.20939,0,0,0,0.26186,0.0071942,0.01087,0.051948,0.007722,0,0,0.032099,0.018293,0.031646,0.20667,0.0054645,0,0.06814,0,0.084639,0.026954,0,0.0052083,0.11053,0.017391,0,0,0,0,0.15412,0.0016584,0.010929,0.36905,0.010676,0.055276,0.054974,0,0.056886,0,0.0095238,0.12342,0,0.018462,0.01355,0.02625,0.02439,0.033981,0.0028694,0,0.0055096,0.018059,0,0.026316,0.1157,0.011628,0,0,0.0055249,0.44444,0.03003,0.0052356,0,0.0052493,0.015244,0,0.0046729,0.0075472,0.0035587,0,0.025875,0.13967,0.0095238,0.0092807,0.048673,0.0053957,0.055046,0.0012484,0,0,0.0025907,0.022082,0,0.27613,0,0.35763,0.238,0,0,0.024096,0,0.022857,0,0.035156,0.014652,0.057471,0.0028249,0.003876,0.27568,0.0044843,0.039829,0.013245,0,0.0024814,0,0.015464,0,0.064846,0.0028169,0,0,0.2314,0.016949,0.0029762,0.058511,0.39566,0.029762,0,0.0019268,0,0.2963,0.62335,0.085052,0.041667,0.076696,0.21635,0.070994,0.17944,0.41716,0.16524,0,0.12462,0.088889,0.0037879,0,0.011094,0,0.12255,0.036585,0.0040161,0,0,0.0084507,0,0,0.016097,0.051447,0.0068399,0.0037547,0,0.012238,0,0
0.034433,0.0036496,0,0.050847,0.64672,0.083333,0.053305,0.0081081,0.038384,0,0,0.011136,0.0052632,0.065421,0,0.003876,0.10725,0.0064795,0.049254,0,0,0.0037037,0.025362,0.035714,0.054276,0,0,0.18106,0.0040816,0.0068807,0.079019,0.035874,0,0.10256,0.0089552,0.069767,0.053412,0,0.062977,0.018561,0.046296,0.0075567,0.23657,0.010969,0.17467,0.018657,0,0.32031,0.011142,0.060543,0.030426,0.0065934,0.0016207,0,0.2341,0.15657,0.05298,0.057592,0.070126,0.0044248,0,0.25,0,0,0.009009,0,0.0049751,0.0045455,0.036697,0.18396,0.11111,0.0099502,0.14486,0.074576,0.12338,0,0.050847,0.041528,0.0083857,0.024482,0.026187,0.091255,0.092233,0.0078431,0.050239,0.1021,0,0.050265,0.016582,0.003003,0.12202,0.010714,0.064014,0.010695,0.0079681,0.03548,0.015306,0.014374,0.0070423,0.1787,0,0.14815,0.001675,0.019157,0.057762,0.015306,0.022727,0,0.034156,0.32374,0,0,0.025097,0,0.076923,0.041975,0.095528,0.037975,0.063333,0.092896,0.0051151,0.13996,0.27434,0.12539,0.010782,0,0.036458,0.084211,0.076812,0.0040486,0.017391,0,0,0.086022,0,0.060109,0,0.053381,0.075377,0.026178,0,0.011976,0.070866,0.11905,0.06962,0.0061162,0.064615,0.059621,0.15375,0,0.11165,0.0014347,0.11529,0.20937,0.693,0.089552,0.17669,0,0.026163,0,0.031579,0.1395,0.022569,0.13363,0.018325,0.0064516,0.0026247,0.0030488,0.040373,0,0,0.012456,0.0024125,0.11263,0.019316,0.088889,0.023202,0.084071,0.17446,0,0.0012484,0,0.041401,0.020725,0.23028,0,0.051282,0,0,0.022,0.033537,0,0.042169,0.0070175,0.45714,0,0.085938,0.007326,0,0.12712,0.027132,0.021622,0.017937,0.012802,0.05298,0,0.032258,0.039063,0,0,0.003413,0.033803,0,0,0.024793,0.10169,0.0059524,0.11525,0.052846,0.077381,0.0070423,0.019268,0.0045351,0.0061728,0,0.07732,0.097222,0.10619,0,0.075051,0.029617,0.0029586,0.011396,0,0,0.077778,0.17803,0,0.26624,0,0.12255,0.021341,0.02008,0.11667,0.075145,0.23944,0.11382,0.0099668,0.46278,0,0.087551,0.18148,0.013514,0.068182,0.0026385,0.0046296
