0.194,0.19957,0.19561,0.19347,0.19036,0.20227,0.20719,0.20538,0.20208
0.26826,0.28779,0.32838,0.30662,0.24709,0.13106,0.16491,0.20028,0.19253
0.27018,0.14641,0.00017666,-0.13126,-0.2152,0.2974,0.17009,-0.0079629,-0.17198
0.39943,0.24125,0.020114,-0.23637,-0.35235,0.2062,0.13288,-0.016594,-0.17842
-0.25506,-0.12879,-0.095517,-0.16862,-0.28298,-0.00068841,0.18779,0.24518,0.13422
0.10999,-0.16368,-0.30549,-0.18125,0.068414,0.27836,-0.031842,-0.16708,-0.011238
-0.27589,-0.14455,-0.036774,0.1625,0.35156,0.085457,0.11943,-0.035565,-0.14892
-0.28776,-0.082825,-0.047271,-0.13423,-0.22677,0.15404,0.33419,0.37543,0.24201
-0.22974,0.14185,0.39505,0.1523,-0.21826,-0.2998,-0.066506,0.12829,-0.050071
-0.12563,0.32102,-0.012181,-0.26642,0.10074,-0.17777,0.29177,-0.022798,-0.2574
0.097393,-0.018589,-0.047072,-0.10763,-0.24099,-0.066496,-0.091148,0.12083,0.36341
-0.17287,-0.13644,-0.12903,0.021258,0.13381,0.33733,0.31674,0.19933,0.011831
0.30286,-0.014076,-0.29163,-0.16756,0.27516,-0.15155,-0.026788,0.098544,0.027402
-0.164,0.3942,0.020462,-0.33027,0.05542,-0.23731,0.11676,-0.019928,-0.090959
0.17067,-0.061906,0.03624,-0.0079964,-0.24639,-0.16748,-0.21658,0.030116,0.2977
-0.25269,0.096798,0.22611,0.079529,-0.23313,0.33293,-0.069873,-0.3207,-0.038979
0.11699,-0.29093,0.26994,-0.17811,0.041219,0.060093,-0.21422,0.37598,-0.28439
0.17649,-0.34059,0.037156,0.27901,-0.20792,-0.037498,0.17859,-0.059097,-0.085082
0.0069954,-0.21573,0.38697,-0.3265,0.13109,0.1071,-0.14658,0.19106,-0.23074
-0.11032,0.016731,0.12561,0.079943,-0.12766,0.27691,-0.034218,-0.32461,-0.11962
-0.17542,0.33276,-0.18345,-0.026129,0.071627,0.23689,-0.36612,0.093418,0.20056
0.044708,0.079777,-0.30369,0.38171,-0.19643,-0.14389,0.11726,0.12755,-0.26051
-0.083528,0.098587,-0.014145,-0.07436,0.067515,0.23068,-0.28427,0.044435,0.19222
-0.059638,0.18286,-0.24327,0.23929,-0.12633,0.079853,-0.26309,0.3665,-0.34746
-0.043472,0.089079,-0.097188,0.090853,-0.046998,0.12241,-0.24183,0.23222,-0.20056
