0.08414,0.20195,0.30447,-0.47525,-0.29863,-0.50059,0.70812,0.037628,-0.10893
-0.063002,1.1433,0.63286,-0.2519,-1.2801,0.12005,-0.755,0.71015,-1.1346
-1.7638,-0.49008,-0.72222,-0.29635,-1.0283,-0.32394,-2.6572,0.62877,-1.5837
0.13927,0.84042,0.37464,-0.42264,-0.6784,1.5059,0.82833,1.6581,-0.29172
0.45065,0.022891,-0.25983,0.80902,0.028905,3.2284,-0.0023611,1.8785,-0.048176
0.43479,-0.73535,-0.65008,1.7824,1.6759,3.012,0.24638,1.1641,1.1265
0.057707,1.2113,0.431,-0.56623,-1.0042,1.8986,0.94269,2.196,-0.44916
0.33023,-0.38441,0.52128,-0.63099,0.079869,-1.64,1.2213,0.0018582,-0.69196
0.51775,-0.43021,0.10842,0.53851,0.9121,-1.2524,0.10564,-1.605,0.64408
0.12025,-1.886,-0.57004,0.78802,1.9314,-3.5178,-0.82697,-4.14,1.3289
0.51416,1.2859,1.4991,-0.82535,-0.71362,-1.4326,2.0014,-0.84503,0.36921
-0.019901,0.46931,0.67632,-1.2671,-1.0241,-1.4842,1.0563,0.21462,-0.81604
-0.025957,1.7059,0.50054,-0.66296,-1.6735,3.1214,0.74533,3.6247,-1.1286
0.38977,0.098023,0.33343,-0.38871,0.19481,-0.2611,1.4267,-0.26883,0.60491
-0.40173,1.3192,0.86174,-1.9908,-2.1958,-1.807,0.047687,0.15347,-1.3523
-0.84933,0.95596,0.078642,-0.93726,-1.9693,1.2106,-0.44822,2.3733,-1.5282
0.1946,-0.27302,0.055709,-0.051488,0.37171,-0.50475,0.59949,-0.51653,0.40109
0.35942,-1.4216,-0.31794,0.76626,1.7826,-2.1442,-0.15793,-2.9048,1.2736
0.10012,-1.2943,-0.30915,0.44858,1.2459,-2.3266,-0.37668,-2.6105,0.79189
-0.26456,-1.3393,-0.30667,0.70894,1.2171,-1.5755,-1.362,-1.1854,-0.49697
-0.79492,-2.029,-1.0457,1.5772,0.74696,-1.4288,-4.1502,-2.2179,-0.83264
-0.090587,1.206,0.51869,-0.77541,-1.4215,1.3271,0.59341,2.2798,-1.1335
0.040773,-1.1862,-0.55812,1.2717,1.3236,-0.67326,-1.5672,-1.6298,0.32397
-0.21554,0.787,0.076167,0.072169,-0.74557,1.271,-0.61455,1.3639,-0.74102
0.36566,0.89067,0.33316,-0.26983,-0.36788,2.0564,1.4976,1.895,0.10941
0.33812,1.5102,1.8577,-0.69355,-1.5733,-0.053574,1.1903,0.45068,-0.65662
1.1769,0.075398,1.6461,0.076956,0.056702,-0.015664,1.2377,-0.42387,-0.082735
-0.070857,1.2811,0.32697,-0.44538,-1.2334,2.3474,0.42488,2.6138,-0.77915
1.0733,0.66488,0.79314,0.027536,0.51519,-0.39889,2.0917,-0.73928,0.8908
0.83795,0.44873,1.2078,0.4715,-0.38461,1.0248,0.22413,0.63421,-0.70872
0.91881,-0.45166,0.1705,0.35842,1.4152,-0.014614,1.6871,-0.72881,1.3248
-0.045993,-0.62347,-0.033255,-0.15996,0.3745,-1.9388,0.072034,-1.6131,0.30067
-0.27689,-1.9,-0.69212,1.1831,1.3899,-2.3182,-2.2215,-3.0109,0.18648
-0.14949,0.80368,-0.066512,-0.60422,-0.16403,-0.90584,1.3048,-0.37256,0.63368
1.0864,-0.13362,0.59464,0.56292,1.1915,-1.1576,1.0421,-1.6884,0.97007
0.59233,-0.17921,0.17375,-0.22108,0.97056,-1.1296,1.8598,-1.3224,1.3778
0.08528,1.1289,-0.17305,-0.46625,-0.078761,0.43708,1.8776,0.69501,0.86492
-0.44351,0.079659,-1.1961,1.2602,0.44648,-0.91349,-1.8089,-0.94899,-0.067659
0.054868,-0.84092,-0.1646,0.23511,0.76575,-1.5573,-0.20486,-1.6642,0.46009
-0.18227,-0.45652,-0.027308,-0.17512,0.10152,-1.5716,-0.30122,-1.1346,-0.082554
0.37253,0.24744,-0.62274,0.71495,1.3903,-1.3154,0.71298,-1.5975,1.4157
-0.71302,-0.73361,-0.68385,-0.2364,-0.32859,-0.24399,-0.6324,-0.29094,-0.090433
0.24159,0.49904,0.050721,0.15805,-0.21893,2.073,0.68555,1.4732,0.12427
-0.098567,-0.65921,-0.22247,0.44311,0.56969,-1.1077,-0.76822,-1.2672,0.10566
0.18249,0.88072,0.17413,-0.046559,-0.66441,2.5084,0.68641,2.2283,-0.32917
-0.35646,-1.0397,-1.0149,1.295,1.0194,0.9102,-2.0654,-1.0456,0.65447
-1.2448,-1.3954,-1.0283,0.0065559,0.083524,-1.4809,-1.7863,-1.3195,-0.29429
0.41182,-1.5527,-0.25694,0.26406,1.561,-0.2103,0.93093,-0.42667,0.69577
0.27658,1.6072,0.15802,-1.1051,-0.41283,1.0843,3.0862,1.5662,1.1276
0.079771,-1.0888,-0.25492,0.37514,1.0462,-1.9582,-0.31278,-2.183,0.65213
-0.09946,0.20245,0.40143,-0.9973,-0.68973,-1.6082,0.83613,-0.61833,-0.16921
0.39386,1.4438,0.76238,0.1722,-1.1244,1.7079,-0.16852,1.6895,-0.96805
-0.043257,0.32805,0.37816,-0.58514,-0.75609,-0.13937,0.30703,0.67011,-0.73348
-0.65127,0.84959,0.45687,-1.002,-1.3237,-1.8602,-0.77562,-0.89058,-0.67182
0.24372,-0.96733,-0.24309,0.4881,1.1493,-0.93959,0.1375,-1.5494,0.86362
0.080039,-0.72092,0.50073,-0.6499,-0.24955,0.08706,0.78282,-0.19816,-0.014505
0.24273,-0.29699,0.18671,-0.35607,0.46213,-1.2723,1.1186,-1.0935,0.67564
-0.17662,-0.83357,-0.38386,0.34687,0.81575,-2.0116,-0.78671,-2.9447,1.1614
0.25712,-1.2175,-0.28354,0.61854,1.3912,-1.8336,-0.2409,-2.4009,0.93714
0.53697,0.13096,0.073824,1.0574,0.55238,-0.56727,-0.81033,-1.1084,0.17377
-0.93446,-0.70613,-0.46648,0.19501,-0.15413,-1.7744,-2.2536,-1.3244,-0.82225
0.7036,-0.80762,0.51351,-0.93334,1.2196,-2.3165,2.6716,-2.1408,1.8481
0.31077,0.60418,0.57457,0.23102,-0.36986,-0.28607,-0.47937,-0.24635,-0.48357
-0.44116,-0.73085,-0.34508,0.74252,0.62245,0.61594,-1.6784,0.65996,-0.93149
0.29157,0.78346,0.84024,-1.0568,-0.86341,1.4663,1.6487,2.0348,-0.40521
0.49104,-0.9981,-0.030429,-0.071003,1.3841,-2.9917,1.0207,-3.0554,1.5803
-0.21713,0.49919,0.59943,-1.5904,-1.2628,-2.8448,0.64312,-1.2201,-0.40434
0.19799,0.43447,0.61575,-0.68144,-0.83174,0.34516,1.0336,2.1378,-1.5279
-0.055471,0.47076,0.12154,-0.14904,-0.46402,0.75431,0.084874,0.90474,-0.34602
0.40383,-0.98763,0.13688,-0.2052,1.19,-1.8914,1.1115,-2.0304,1.1904
0.0099315,-0.34252,-0.032584,0.052078,0.21415,-0.65964,-0.097701,-0.62848,0.09155
-0.11581,-0.34962,-0.28217,0.84346,0.045286,-0.10566,-1.7249,-0.60489,-0.51142
0.66932,-0.49788,-0.0201,0.76684,1.3333,-0.10197,0.5743,-1.2412,1.164
0.15365,-1.5789,-0.44582,0.92512,1.6155,-1.3797,-0.76453,-1.9495,0.57949
0.055239,-0.72896,-0.14772,0.22794,0.65726,-1.2468,-0.15735,-1.3966,0.40879
-0.68414,-1.2123,-0.64119,0.24607,0.4495,-1.9222,-1.4575,-1.862,-0.010685
0.89263,-1.1192,-0.30739,1.0931,2.189,0.15559,1.0283,-1.6953,1.9929
0.068701,-1.1703,-0.28453,0.40269,1.1081,-2.1253,-0.37303,-2.3577,0.68976
0.10565,-1.0954,0.022828,-0.08937,0.75833,-2.4435,0.15246,-1.8164,0.128
0.26247,-0.3136,0.28145,-0.084062,0.46648,-1.8518,0.5283,-1.834,0.56199
-0.1145,-1.5011,-0.45036,0.56805,1.2006,-2.5417,-1.0263,-2.7489,0.47526
-0.14496,-0.059625,-0.27998,0.29335,0.19963,0.010968,-0.35679,-1.0391,0.79295
-0.34824,0.93345,0.060702,-0.22941,-1.1432,1.9384,-0.34024,2.1828,-0.95953
-0.052438,-1.0663,-0.36995,0.68366,0.91109,-1.5023,-1.0668,-1.8197,0.21535
-0.18795,-0.12747,0.19676,-0.77425,-0.28542,-2.3372,0.41149,-1.5993,0.21
0.065772,-0.86308,-0.30581,0.79102,1.1148,-0.76692,-0.61979,-1.4205,0.53988
-0.099951,-0.11408,0.46359,-1.1608,-0.31911,-3.5984,0.63817,-2.4994,0.3102
0.85786,-0.022825,-0.094741,0.38151,-0.061809,0.57224,-0.53639,-0.14134,0.10389
-0.00046852,-1.0669,-0.30656,0.45275,0.95966,-1.8062,-0.58933,-2.0274,0.47809
0.012207,-0.66795,-0.027069,0.30396,0.52679,-1.8447,-0.81782,-1.8524,0.088379
0.46829,-1.0619,-0.18291,0.67164,1.5707,-1.3038,0.26679,-2.0826,1.1702
